order_id,delivery_days,shipping_cost_ngn,warehouse_region
ORD-15948,3,2541.53,Lagos Hub
ORD-15949,3,1411.23,Lagos Hub
ORD-15950,5,1171.41,Lagos Hub
ORD-15951,3,847.54,Abuja Hub
ORD-15952,6,1291.78,Lagos Hub
ORD-15953,3,3207.23,Lagos Hub
ORD-15954,3,3378.53,Abuja Hub
ORD-15955,3,842.57,Lagos Hub
ORD-15956,5,1588.66,Lagos Hub
ORD-15957,4,1807.1,Lagos Hub
ORD-15958,2,2029.21,PH Hub
ORD-15959,1,790.44,Abuja Hub
ORD-15960,3,2145.81,Lagos Hub
ORD-15961,3,3253.24,Lagos Hub
ORD-15962,4,1883.18,Abuja Hub
ORD-15963,4,1048.3,Lagos Hub
ORD-15964,6,2498.67,Abuja Hub
ORD-15965,4,1346.83,PH Hub
ORD-15966,3,1458.29,Lagos Hub
ORD-15967,3,1051.4,Lagos Hub
ORD-15968,3,1525.26,Lagos Hub
ORD-15969,4,897.21,Lagos Hub
ORD-15970,4,3258.78,PH Hub
ORD-15971,8,1673.54,PH Hub
ORD-15972,3,1754.91,Lagos Hub
ORD-15973,2,3371.98,Lagos Hub
ORD-15974,2,3420.52,Lagos Hub
ORD-15975,4,3164.19,Lagos Hub
ORD-15976,5,3292.27,Lagos Hub
ORD-15977,7,3350.36,Abuja Hub
ORD-15978,3,1880.2,Lagos Hub
ORD-15979,5,2673.48,Abuja Hub
ORD-15980,5,858.35,Abuja Hub
ORD-15981,5,1296.04,Lagos Hub
ORD-15982,2,2826.6,Lagos Hub
ORD-15983,7,2084.36,Lagos Hub
ORD-15984,6,3488.45,Lagos Hub
ORD-15985,5,1802.59,PH Hub
ORD-15986,5,2752.4,PH Hub
ORD-15987,3,1220.74,Lagos Hub
ORD-15988,5,1458.21,Lagos Hub
ORD-15989,10,2053.1,Abuja Hub
ORD-15990,2,3361.86,Abuja Hub
ORD-15991,5,601.53,Abuja Hub
ORD-15992,5,3220.42,Lagos Hub
ORD-15993,5,615.64,Lagos Hub
ORD-15994,4,509.99,Lagos Hub
ORD-15995,2,2001.2,Lagos Hub
ORD-15996,4,1447.16,Abuja Hub
ORD-15997,5,2686.12,Abuja Hub
ORD-15998,3,906.39,Lagos Hub
ORD-15999,3,3374.21,Abuja Hub
ORD-16000,3,3488.59,Abuja Hub
ORD-16001,3,548.98,Lagos Hub
ORD-16002,5,656.31,PH Hub
ORD-16003,10,948.0,Abuja Hub
ORD-16004,2,3353.55,PH Hub
ORD-16005,3,2790.73,PH Hub
ORD-16006,5,3071.99,Lagos Hub
ORD-16007,2,3336.56,Abuja Hub
ORD-16008,4,2084.28,PH Hub
ORD-16009,3,2218.22,PH Hub
ORD-16010,6,1017.06,Abuja Hub
ORD-16011,3,2793.1,Lagos Hub
ORD-16012,1,2381.33,PH Hub
ORD-16013,3,2929.68,Abuja Hub
ORD-16014,2,2126.61,PH Hub
ORD-16015,3,2170.95,Lagos Hub
ORD-16016,3,1074.73,Lagos Hub
ORD-16017,4,3009.68,Lagos Hub
ORD-16018,7,3095.35,Abuja Hub
ORD-16019,4,619.35,PH Hub
ORD-16020,2,2405.22,PH Hub
ORD-16021,3,3000.35,Abuja Hub
ORD-16022,4,3135.15,Lagos Hub
ORD-16023,1,2210.15,Lagos Hub
ORD-16024,4,2483.13,Lagos Hub
ORD-16025,1,2298.62,Abuja Hub
ORD-16026,3,894.42,Lagos Hub
ORD-16027,7,3091.61,Abuja Hub
ORD-16028,1,1660.9,Lagos Hub
ORD-16029,3,2275.75,Lagos Hub
ORD-16030,3,3141.88,PH Hub
ORD-16031,5,2674.54,Lagos Hub
ORD-16032,2,3033.95,Lagos Hub
ORD-16033,6,2286.24,Lagos Hub
ORD-16034,6,2736.88,Lagos Hub
ORD-16035,5,1175.35,PH Hub
ORD-16036,3,641.22,Abuja Hub
ORD-16037,6,2436.1,Lagos Hub
ORD-16038,1,2347.49,Lagos Hub
ORD-16039,5,1614.75,PH Hub
ORD-16040,4,1891.86,Lagos Hub
ORD-16041,3,1747.69,Lagos Hub
ORD-16042,4,2563.71,Lagos Hub
ORD-16043,4,3001.42,Lagos Hub
ORD-16044,2,3469.7,Lagos Hub
ORD-16045,1,1506.18,Abuja Hub
ORD-16046,4,3295.33,Lagos Hub
ORD-16047,5,1842.18,Lagos Hub
ORD-16048,5,1669.98,Lagos Hub
ORD-16049,2,3458.27,PH Hub
ORD-16050,5,1989.18,Abuja Hub
ORD-16051,5,2855.59,Lagos Hub
ORD-16052,6,2358.32,Lagos Hub
ORD-16053,3,2903.64,Lagos Hub
ORD-16054,3,2850.21,Lagos Hub
ORD-16055,2,3467.55,Abuja Hub
ORD-16056,2,1495.57,Abuja Hub
ORD-16057,4,1143.6,Abuja Hub
ORD-16058,4,1094.32,PH Hub
ORD-16059,3,771.18,Lagos Hub
ORD-16060,4,1286.85,PH Hub
ORD-16061,5,1001.45,Lagos Hub
ORD-16062,3,2039.56,Abuja Hub
ORD-16063,2,3066.91,Abuja Hub
ORD-16064,4,1960.57,Lagos Hub
ORD-16065,2,1091.16,Lagos Hub
ORD-16066,3,3409.95,Abuja Hub
ORD-16067,5,2129.23,Lagos Hub
ORD-16068,4,1266.73,Abuja Hub
ORD-16069,4,2218.2,Lagos Hub
ORD-16070,3,2197.43,Lagos Hub
ORD-16071,6,2662.6,Lagos Hub
ORD-16072,10,2277.04,Lagos Hub
ORD-16073,2,3202.93,Lagos Hub
ORD-16074,3,1505.44,Lagos Hub
ORD-16075,4,3185.4,Abuja Hub
ORD-16076,1,2902.02,Lagos Hub
ORD-16077,3,578.74,PH Hub
ORD-16078,8,1938.13,Lagos Hub
ORD-16079,4,648.09,Lagos Hub
ORD-16080,4,3222.31,Abuja Hub
ORD-16081,4,766.02,Abuja Hub
ORD-16082,14,3093.69,Lagos Hub
ORD-16083,5,2120.85,PH Hub
ORD-16084,4,2997.23,PH Hub
ORD-16085,6,716.95,Lagos Hub
ORD-16086,4,2335.21,Lagos Hub
ORD-16087,2,2239.37,Lagos Hub
ORD-16088,6,3061.88,Lagos Hub
ORD-16089,5,890.4,Lagos Hub
ORD-16090,3,2115.67,Abuja Hub
ORD-16091,6,1682.0,PH Hub
ORD-16092,3,3182.36,Lagos Hub
ORD-16093,2,3195.21,PH Hub
ORD-16094,3,547.25,Abuja Hub
ORD-16095,10,904.88,Lagos Hub
ORD-16096,4,1325.02,PH Hub
ORD-16097,2,839.59,Abuja Hub
ORD-16098,4,2499.15,Lagos Hub
ORD-16099,2,1831.63,Lagos Hub
ORD-16100,4,1136.63,Lagos Hub
ORD-16101,2,2985.47,Abuja Hub
ORD-16102,4,994.83,Lagos Hub
ORD-16103,1,2444.37,Abuja Hub
ORD-16104,10,2147.57,Lagos Hub
ORD-16105,3,2263.09,Abuja Hub
ORD-16106,2,2798.3,PH Hub
ORD-16107,5,2386.48,PH Hub
ORD-16108,6,1363.65,Abuja Hub
ORD-16109,3,2708.0,Abuja Hub
ORD-16110,1,1192.6,Lagos Hub
ORD-16111,3,1448.13,Lagos Hub
ORD-16112,2,567.06,Lagos Hub
ORD-16113,3,1183.16,Abuja Hub
ORD-16114,5,2215.04,Lagos Hub
ORD-16115,4,1760.81,Abuja Hub
ORD-16116,2,2543.72,Lagos Hub
ORD-16117,3,1737.79,Abuja Hub
ORD-16118,3,834.65,Lagos Hub
ORD-16119,3,2959.66,Abuja Hub
ORD-16120,2,772.49,Abuja Hub
ORD-16121,5,576.98,Abuja Hub
ORD-16122,5,908.13,Lagos Hub
ORD-16123,2,2626.26,Lagos Hub
ORD-16124,2,3465.37,Abuja Hub
ORD-16125,1,808.04,Lagos Hub
ORD-16126,4,3441.88,Lagos Hub
ORD-16127,8,1519.44,Abuja Hub
ORD-16128,6,2116.83,Lagos Hub
ORD-16129,3,1966.54,Abuja Hub
ORD-16130,5,2633.57,Abuja Hub
ORD-16131,1,1173.01,Abuja Hub
ORD-16132,4,3476.05,PH Hub
ORD-16133,5,1303.93,Lagos Hub
ORD-16134,7,2552.5,Lagos Hub
ORD-16135,2,2116.23,Lagos Hub
ORD-16136,3,2269.2,Lagos Hub
ORD-16137,6,2498.63,Lagos Hub
ORD-16138,5,3242.29,Lagos Hub
ORD-16139,5,2671.91,Abuja Hub
ORD-16140,5,3075.64,Lagos Hub
ORD-16141,4,2021.34,PH Hub
ORD-16142,5,2736.2,Lagos Hub
ORD-16143,5,1269.19,Lagos Hub
ORD-16144,1,2051.83,Abuja Hub
ORD-16145,2,3241.18,Lagos Hub
ORD-16146,3,1317.06,Lagos Hub
ORD-16147,3,3120.82,PH Hub
ORD-16148,6,1116.46,PH Hub
ORD-16149,3,2317.34,Lagos Hub
ORD-16150,4,1450.03,Lagos Hub
ORD-16151,4,935.7,PH Hub
ORD-16152,2,2213.16,Lagos Hub
ORD-16153,2,2161.02,Lagos Hub
ORD-16154,2,2653.99,Lagos Hub
ORD-16155,5,584.54,PH Hub
ORD-16156,5,675.58,PH Hub
ORD-16157,4,1137.71,Abuja Hub
ORD-16158,7,931.09,Lagos Hub
ORD-16159,5,2410.14,Lagos Hub
ORD-16160,2,1797.22,Lagos Hub
ORD-16161,4,918.76,Abuja Hub
ORD-16162,4,1623.41,Abuja Hub
ORD-16163,4,2751.23,Lagos Hub
ORD-16164,4,1663.84,Lagos Hub
ORD-16165,4,1247.26,Lagos Hub
ORD-16166,2,683.24,Lagos Hub
ORD-16167,4,2202.67,Lagos Hub
ORD-16168,2,2475.16,Lagos Hub
ORD-16169,8,2613.51,Lagos Hub
ORD-16170,7,821.82,Abuja Hub
ORD-16171,3,958.79,Lagos Hub
ORD-16172,3,930.36,Abuja Hub
ORD-16173,8,2616.72,Abuja Hub
ORD-16174,6,3383.61,Lagos Hub
ORD-16175,4,3237.86,Lagos Hub
ORD-16176,3,2287.71,Lagos Hub
ORD-16177,3,1520.31,Lagos Hub
ORD-16178,2,1823.35,Lagos Hub
ORD-16179,2,2382.3,PH Hub
ORD-16180,3,2176.07,Lagos Hub
ORD-16181,3,549.81,Abuja Hub
ORD-16182,2,2869.74,Lagos Hub
ORD-16183,3,916.17,PH Hub
ORD-16184,8,1391.27,Lagos Hub
ORD-16185,1,1863.6,Abuja Hub
ORD-16186,5,754.05,Lagos Hub
ORD-16187,2,3071.32,Lagos Hub
ORD-16188,2,3060.9,Abuja Hub
ORD-16189,6,3041.21,Abuja Hub
ORD-16190,4,1312.17,Lagos Hub
ORD-16191,2,503.87,Abuja Hub
ORD-16192,4,2781.88,Lagos Hub
ORD-16193,3,930.67,PH Hub
ORD-16194,2,1883.78,Lagos Hub
ORD-16195,4,3019.72,Abuja Hub
ORD-16196,3,1244.87,Lagos Hub
ORD-16197,3,761.53,Lagos Hub
ORD-16198,3,1454.49,PH Hub
ORD-16199,8,3136.73,PH Hub
ORD-16200,14,1250.91,Lagos Hub
ORD-16201,2,2329.19,Lagos Hub
ORD-16202,5,3404.75,PH Hub
ORD-16203,5,758.34,PH Hub
ORD-16204,4,2923.98,Abuja Hub
ORD-16205,5,1401.25,Lagos Hub
ORD-16206,4,2700.87,Lagos Hub
ORD-16207,3,909.5,Lagos Hub
ORD-16208,14,2988.13,Lagos Hub
ORD-16209,5,1717.98,Lagos Hub
ORD-16210,5,2211.13,Abuja Hub
ORD-16211,3,704.86,Abuja Hub
ORD-16212,7,2314.88,Abuja Hub
ORD-16213,3,2013.29,Lagos Hub
ORD-16214,4,1071.06,Lagos Hub
ORD-16215,2,1376.62,Lagos Hub
ORD-16216,1,1914.82,PH Hub
ORD-16217,2,1083.38,Lagos Hub
ORD-16218,4,2891.23,Lagos Hub
ORD-16219,6,2644.62,Lagos Hub
ORD-16220,5,2291.74,Lagos Hub
ORD-16221,5,1437.73,Lagos Hub
ORD-16222,5,3453.5,Abuja Hub
ORD-16223,5,1793.81,Lagos Hub
ORD-16224,4,3257.36,Lagos Hub
ORD-16225,6,1371.93,Lagos Hub
ORD-16226,1,1196.33,Lagos Hub
ORD-16227,5,3074.45,PH Hub
ORD-16228,7,1323.8,PH Hub
ORD-16229,4,708.6,Abuja Hub
ORD-16230,10,612.46,Lagos Hub
ORD-16231,4,2914.14,PH Hub
ORD-16232,3,1048.73,Lagos Hub
ORD-16233,7,2371.23,Lagos Hub
ORD-16234,4,1956.26,PH Hub
ORD-16235,4,1604.85,Lagos Hub
ORD-16236,3,3341.56,PH Hub
ORD-16237,1,1033.86,Lagos Hub
ORD-16238,2,1798.46,Lagos Hub
ORD-16239,5,2516.13,Lagos Hub
ORD-16240,3,2645.81,Lagos Hub
ORD-16241,4,2628.17,Lagos Hub
ORD-16242,4,2729.33,Lagos Hub
ORD-16243,4,1261.03,Lagos Hub
ORD-16244,3,1239.39,Lagos Hub
ORD-16245,4,2811.95,Lagos Hub
ORD-16246,3,1895.74,Abuja Hub
ORD-16247,1,1976.93,Lagos Hub
ORD-16248,3,1251.4,Lagos Hub
ORD-16249,3,2928.55,Abuja Hub
ORD-16250,7,828.34,Lagos Hub
ORD-16251,14,1562.24,Lagos Hub
ORD-16252,3,2120.57,Lagos Hub
ORD-16253,4,2481.01,Abuja Hub
ORD-16254,3,2828.95,Lagos Hub
ORD-16255,2,587.9,Lagos Hub
ORD-16256,2,2703.6,Abuja Hub
ORD-16257,4,2001.77,Lagos Hub
ORD-16258,3,2701.24,Abuja Hub
ORD-16259,3,2886.78,Lagos Hub
ORD-16260,3,2768.36,Lagos Hub
ORD-16261,4,2425.66,Lagos Hub
ORD-16262,3,1968.7,Lagos Hub
ORD-16263,3,3469.24,Lagos Hub
ORD-16264,5,1980.63,Lagos Hub
ORD-16265,5,1129.66,Lagos Hub
ORD-16266,5,2799.59,Lagos Hub
ORD-16267,4,2027.86,Abuja Hub
ORD-16268,4,3495.59,Lagos Hub
ORD-16269,7,2904.21,Lagos Hub
ORD-16270,4,540.69,Abuja Hub
ORD-16271,3,2409.58,Lagos Hub
ORD-16272,1,3045.01,Abuja Hub
ORD-16273,3,2687.75,Lagos Hub
ORD-16274,7,2669.9,Abuja Hub
ORD-16275,3,949.15,Lagos Hub
ORD-16276,2,2129.41,PH Hub
ORD-16277,3,2160.18,PH Hub
ORD-16278,4,1502.81,PH Hub
ORD-16279,2,972.58,Lagos Hub
ORD-16280,8,1093.02,Abuja Hub
ORD-16281,5,3428.98,Abuja Hub
ORD-16282,3,721.97,Abuja Hub
ORD-16283,3,2356.12,Abuja Hub
ORD-16284,4,2680.27,Lagos Hub
ORD-16285,5,530.99,Lagos Hub
ORD-16286,6,1052.95,Lagos Hub
ORD-16287,6,916.42,Abuja Hub
ORD-16288,4,2677.19,PH Hub
ORD-16289,1,1293.88,Lagos Hub
ORD-16290,4,1586.48,Abuja Hub
ORD-16291,3,2134.67,Lagos Hub
ORD-16292,1,3223.65,PH Hub
ORD-16293,4,2288.93,Lagos Hub
ORD-16294,2,3391.57,Abuja Hub
ORD-16295,5,3387.61,PH Hub
ORD-16296,3,2199.07,Lagos Hub
ORD-16297,3,532.98,Abuja Hub
ORD-16298,7,1659.45,Lagos Hub
ORD-16299,2,3104.61,Lagos Hub
ORD-16300,7,1290.89,Abuja Hub
ORD-16301,4,3222.33,Lagos Hub
ORD-16302,1,1349.38,Lagos Hub
ORD-16303,3,993.49,Lagos Hub
ORD-16304,4,1131.02,Lagos Hub
ORD-16305,4,3259.69,Lagos Hub
ORD-16306,4,1502.09,Lagos Hub
ORD-16307,2,2391.47,PH Hub
ORD-16308,3,1533.63,Abuja Hub
ORD-16309,3,2383.97,Lagos Hub
ORD-16310,10,878.89,Lagos Hub
ORD-16311,8,1845.92,Lagos Hub
ORD-16312,4,2849.71,Lagos Hub
ORD-16313,3,1400.14,Abuja Hub
ORD-16314,4,1149.44,Abuja Hub
ORD-16315,5,1938.02,Lagos Hub
ORD-16316,5,1273.47,PH Hub
ORD-16317,4,2580.37,PH Hub
ORD-16318,2,1854.46,Lagos Hub
ORD-16319,6,1472.03,Lagos Hub
ORD-16320,3,1982.03,Abuja Hub
ORD-16321,2,1571.69,Abuja Hub
ORD-16322,4,1370.42,PH Hub
ORD-16323,4,2316.36,Lagos Hub
ORD-16324,2,2213.84,Abuja Hub
ORD-16325,3,2205.21,PH Hub
ORD-16326,7,842.88,Abuja Hub
ORD-16327,7,2759.98,Abuja Hub
ORD-16328,6,2982.69,Abuja Hub
ORD-16329,4,3331.38,PH Hub
ORD-16330,4,1374.75,Lagos Hub
ORD-16331,4,1469.57,Lagos Hub
ORD-16332,3,1869.65,Lagos Hub
ORD-16333,6,916.18,Lagos Hub
ORD-16334,3,2429.83,PH Hub
ORD-16335,4,1557.99,Lagos Hub
ORD-16336,5,1126.78,Lagos Hub
ORD-16337,3,955.33,Abuja Hub
ORD-16338,3,3394.21,Lagos Hub
ORD-16339,4,1925.45,Lagos Hub
ORD-16340,2,2481.91,PH Hub
ORD-16341,10,591.6,Lagos Hub
ORD-16342,3,1686.01,Abuja Hub
ORD-16343,4,888.6,PH Hub
ORD-16344,5,528.33,Lagos Hub
ORD-16345,5,3127.42,Lagos Hub
ORD-16346,3,1471.74,Lagos Hub
ORD-16347,5,1130.59,Lagos Hub
ORD-16348,6,2476.03,Lagos Hub
ORD-16349,1,911.46,Lagos Hub
ORD-16350,3,1297.83,Lagos Hub
ORD-16351,3,1672.26,Lagos Hub
ORD-16352,10,1251.67,Lagos Hub
ORD-16353,2,2402.82,Lagos Hub
ORD-16354,8,1452.81,Lagos Hub
ORD-16355,6,2449.24,PH Hub
ORD-16356,1,1330.67,Lagos Hub
ORD-16357,5,1259.95,Lagos Hub
ORD-16358,5,2223.29,Lagos Hub
ORD-16359,3,2064.45,PH Hub
ORD-16360,3,3181.54,Lagos Hub
ORD-16361,4,2981.29,Lagos Hub
ORD-16362,5,1450.6,PH Hub
ORD-16363,3,3221.76,Abuja Hub
ORD-16364,3,3170.75,Lagos Hub
ORD-16365,3,2972.66,Abuja Hub
ORD-16366,7,1869.29,Lagos Hub
ORD-16367,10,1862.76,PH Hub
ORD-16368,4,3433.28,Lagos Hub
ORD-16369,3,1189.84,Lagos Hub
ORD-16370,4,1318.34,Lagos Hub
ORD-16371,10,1815.25,PH Hub
ORD-16372,5,1099.41,Lagos Hub
ORD-16373,1,1068.13,Lagos Hub
ORD-16374,2,1407.56,Lagos Hub
ORD-16375,4,1146.15,Lagos Hub
ORD-16376,6,1853.05,PH Hub
ORD-16377,8,3329.28,Lagos Hub
ORD-16378,1,3163.55,Lagos Hub
ORD-16379,2,2665.23,Lagos Hub
ORD-16380,2,3321.9,Lagos Hub
ORD-16381,6,2298.62,PH Hub
ORD-16382,3,1786.98,Lagos Hub
ORD-16383,1,1232.76,PH Hub
ORD-16384,6,2302.14,PH Hub
ORD-16385,2,1197.41,PH Hub
ORD-16386,2,1201.27,Lagos Hub
ORD-16387,8,2989.28,Abuja Hub
ORD-16388,3,1351.22,Abuja Hub
ORD-16389,4,2675.77,Lagos Hub
ORD-16390,5,1918.05,Lagos Hub
ORD-16391,3,673.27,Abuja Hub
ORD-16392,6,2320.43,Lagos Hub
ORD-16393,3,1846.91,Lagos Hub
ORD-16394,2,2818.65,Lagos Hub
ORD-16395,5,3273.54,Lagos Hub
ORD-16396,4,751.41,Lagos Hub
ORD-16397,10,500.07,Lagos Hub
ORD-16398,7,1910.43,Lagos Hub
ORD-16399,4,2741.59,Abuja Hub
ORD-16400,5,838.35,Lagos Hub
ORD-16401,3,1989.75,PH Hub
ORD-16402,3,1124.39,Lagos Hub
ORD-16403,5,3129.84,Lagos Hub
ORD-16404,4,3480.4,Lagos Hub
ORD-16405,6,1613.14,Lagos Hub
ORD-16406,1,1948.48,Lagos Hub
ORD-16407,6,3006.86,Lagos Hub
ORD-16408,6,1429.79,Lagos Hub
ORD-16409,6,3260.79,Lagos Hub
ORD-16410,5,561.9,Abuja Hub
ORD-16411,4,678.14,Lagos Hub
ORD-16412,4,1775.4,PH Hub
ORD-16413,5,824.44,Lagos Hub
ORD-16414,3,806.31,Lagos Hub
ORD-16415,3,684.66,Abuja Hub
ORD-16416,4,736.61,Abuja Hub
ORD-16417,5,3016.72,Lagos Hub
ORD-16418,4,854.39,Abuja Hub
ORD-16419,5,2330.53,Lagos Hub
ORD-16420,3,1310.28,Lagos Hub
ORD-16421,3,2889.42,Abuja Hub
ORD-16422,3,958.75,Lagos Hub
ORD-16423,4,1181.02,Lagos Hub
ORD-16424,3,1829.61,Lagos Hub
ORD-16425,6,663.8,Lagos Hub
ORD-16426,1,616.39,Abuja Hub
ORD-16427,2,2522.94,Lagos Hub
ORD-16428,3,3426.99,Lagos Hub
ORD-16429,4,1486.84,Lagos Hub
ORD-16430,4,936.72,Abuja Hub
ORD-16431,1,3412.04,PH Hub
ORD-16432,3,2524.61,Abuja Hub
ORD-16433,10,1320.18,Lagos Hub
ORD-16434,2,987.25,Abuja Hub
ORD-16435,5,600.81,Lagos Hub
ORD-16436,5,2204.88,Lagos Hub
ORD-16437,5,948.91,PH Hub
ORD-16438,4,1101.43,Lagos Hub
ORD-16439,5,3119.85,Lagos Hub
ORD-16440,7,2200.83,Lagos Hub
ORD-16441,4,1416.76,Lagos Hub
ORD-16442,5,1037.59,Lagos Hub
ORD-16443,4,2196.44,Abuja Hub
ORD-16444,7,1330.23,PH Hub
ORD-16445,3,2593.68,Abuja Hub
ORD-16446,5,3057.93,Lagos Hub
ORD-16447,3,2024.97,Lagos Hub
ORD-16448,3,3347.76,Lagos Hub
ORD-16449,7,793.74,Lagos Hub
ORD-16450,3,3018.48,Abuja Hub
ORD-16451,7,2180.55,Lagos Hub
ORD-16452,2,1037.97,Lagos Hub
ORD-16453,4,2344.07,Abuja Hub
ORD-16454,7,1692.01,Abuja Hub
ORD-16455,6,1187.88,Lagos Hub
ORD-16456,5,630.17,Lagos Hub
ORD-16457,3,903.61,PH Hub
ORD-16458,1,1867.23,Lagos Hub
ORD-16459,2,713.81,PH Hub
ORD-16460,3,1276.76,Abuja Hub
ORD-16461,5,1808.65,Lagos Hub
ORD-16462,1,836.0,Lagos Hub
ORD-16463,3,1448.04,Abuja Hub
ORD-16464,7,3443.62,Abuja Hub
ORD-16465,2,581.5,Lagos Hub
ORD-16466,4,2748.28,Abuja Hub
ORD-16467,3,2346.18,Lagos Hub
ORD-16468,6,2476.83,Abuja Hub
ORD-16469,5,2610.25,Lagos Hub
ORD-16470,4,1852.52,Lagos Hub
ORD-16471,1,1847.05,Lagos Hub
ORD-16472,3,2460.33,Lagos Hub
ORD-16473,4,512.9,Lagos Hub
ORD-16474,6,2540.82,Lagos Hub
ORD-16475,5,2031.99,Lagos Hub
ORD-16476,4,1174.97,Lagos Hub
ORD-16477,3,3222.99,Lagos Hub
ORD-16478,7,1795.36,PH Hub
ORD-16479,4,2737.89,Abuja Hub
ORD-16480,3,1777.08,Lagos Hub
ORD-16481,1,2110.4,Abuja Hub
ORD-16482,3,3114.54,Lagos Hub
ORD-16483,6,2804.15,Lagos Hub
ORD-16484,4,2099.39,Lagos Hub
ORD-16485,5,705.51,Lagos Hub
ORD-16486,1,621.03,Lagos Hub
ORD-16487,3,2526.28,Lagos Hub
ORD-16488,3,2659.96,Abuja Hub
ORD-16489,2,1526.99,PH Hub
ORD-16490,2,2471.38,Lagos Hub
ORD-16491,4,1155.67,Abuja Hub
ORD-16492,3,1998.19,Lagos Hub
ORD-16493,3,2973.82,Abuja Hub
ORD-16494,3,3135.34,Lagos Hub
ORD-16495,2,2957.41,Lagos Hub
ORD-16496,3,2056.63,Lagos Hub
ORD-16497,3,2875.5,Abuja Hub
ORD-16498,3,800.23,Lagos Hub
ORD-16499,4,3208.3,Lagos Hub
ORD-16500,2,2163.33,Abuja Hub
ORD-16501,7,2152.28,Lagos Hub
ORD-16502,5,2420.39,Abuja Hub
ORD-16503,7,1859.33,Abuja Hub
ORD-16504,1,1627.74,Abuja Hub
ORD-16505,6,2672.44,PH Hub
ORD-16506,4,2093.16,Lagos Hub
ORD-16507,2,1767.25,Abuja Hub
ORD-16508,7,3445.54,Lagos Hub
ORD-16509,1,934.63,Abuja Hub
ORD-16510,4,2459.54,PH Hub
ORD-16511,5,1734.62,PH Hub
ORD-16512,2,2018.65,Lagos Hub
ORD-16513,4,1925.06,Lagos Hub
ORD-16514,1,1974.16,Abuja Hub
ORD-16515,1,704.78,Abuja Hub
ORD-16516,5,705.32,Abuja Hub
ORD-16517,4,2688.99,Abuja Hub
ORD-16518,8,1044.06,Abuja Hub
ORD-16519,1,3307.4,Abuja Hub
ORD-16520,2,2034.72,Lagos Hub
ORD-16521,3,2120.35,Abuja Hub
ORD-16522,2,544.25,Lagos Hub
ORD-16523,5,2950.21,Lagos Hub
ORD-16524,2,1392.62,Lagos Hub
ORD-16525,2,1508.06,Abuja Hub
ORD-16526,3,2028.93,Lagos Hub
ORD-16527,6,1579.49,Lagos Hub
ORD-16528,3,2165.47,Abuja Hub
ORD-16529,3,949.97,Lagos Hub
ORD-16530,3,1759.97,Lagos Hub
ORD-16531,6,557.91,Lagos Hub
ORD-16532,6,3056.96,Abuja Hub
ORD-16533,3,1402.39,PH Hub
ORD-16534,5,648.46,Lagos Hub
ORD-16535,4,2815.13,Lagos Hub
ORD-16536,4,2684.25,Lagos Hub
ORD-16537,3,948.14,Lagos Hub
ORD-16538,5,524.96,Lagos Hub
ORD-16539,7,2021.46,Lagos Hub
ORD-16540,10,3143.44,Abuja Hub
ORD-16541,4,3042.6,Lagos Hub
ORD-16542,6,2718.47,PH Hub
ORD-16543,6,1161.61,Abuja Hub
ORD-16544,4,1001.87,Lagos Hub
ORD-16545,4,2877.35,Abuja Hub
ORD-16546,3,3190.18,PH Hub
ORD-16547,4,2220.93,Lagos Hub
ORD-16548,4,1906.82,Lagos Hub
ORD-16549,7,3050.51,PH Hub
ORD-16550,2,2115.8,Lagos Hub
ORD-16551,3,2593.48,Lagos Hub
ORD-16552,6,2903.76,Abuja Hub
ORD-16553,4,1747.5,Lagos Hub
ORD-16554,5,2378.29,Abuja Hub
ORD-16555,2,3081.36,Abuja Hub
ORD-16556,4,1805.17,Lagos Hub
ORD-16557,2,2836.19,PH Hub
ORD-16558,7,2966.13,PH Hub
ORD-16559,7,610.6,Lagos Hub
ORD-16560,2,638.62,Abuja Hub
ORD-16561,2,1591.02,Lagos Hub
ORD-16562,4,3169.41,Lagos Hub
ORD-16563,1,3287.06,Lagos Hub
ORD-16564,7,853.33,Lagos Hub
ORD-16565,3,1929.62,Lagos Hub
ORD-16566,5,2851.25,Lagos Hub
ORD-16567,7,561.34,PH Hub
ORD-16568,5,2902.75,Lagos Hub
ORD-16569,2,848.63,PH Hub
ORD-16570,8,506.36,Abuja Hub
ORD-16571,1,601.21,PH Hub
ORD-16572,3,2575.4,Lagos Hub
ORD-16573,5,2326.99,Lagos Hub
ORD-16574,5,2921.31,Lagos Hub
ORD-16575,7,768.57,Lagos Hub
ORD-16576,2,3477.91,Lagos Hub
ORD-16577,7,2188.01,PH Hub
ORD-16578,2,3139.9,Abuja Hub
ORD-16579,6,2374.65,Lagos Hub
ORD-16580,5,2134.67,Lagos Hub
ORD-16581,3,1362.21,Lagos Hub
ORD-16582,3,2139.66,Lagos Hub
ORD-16583,6,2051.67,Abuja Hub
ORD-16584,3,3379.09,Abuja Hub
ORD-16585,4,2485.48,Lagos Hub
ORD-16586,4,979.94,Lagos Hub
ORD-16587,1,2720.19,Lagos Hub
ORD-16588,6,2678.6,Abuja Hub
ORD-16589,4,1289.13,Lagos Hub
ORD-16590,4,3332.01,Abuja Hub
ORD-16591,3,1560.29,Lagos Hub
ORD-16592,3,2484.02,Lagos Hub
ORD-16593,7,1905.17,Lagos Hub
ORD-16594,1,3118.28,Lagos Hub
ORD-16595,5,997.71,PH Hub
ORD-16596,3,2619.0,Lagos Hub
