order_id,customer_id,region,channel,customer_segment
ORD-15884,CUST-6884,Lagos,Mobile App,Loyal
ORD-15885,CUST-6885,Lagos,Agent Network,New Customer
ORD-15886,CUST-6886,Port Harcourt,Web,Returning
ORD-15887,CUST-6887,Enugu,Mobile App,VIP
ORD-15888,CUST-6888,Lagos,Web,Loyal
ORD-15889,CUST-6889,Abuja,Web,VIP
ORD-15890,CUST-6890,Abuja,WhatsApp Commerce,New Customer
ORD-15891,CUST-6891,Lagos,Mobile App,Returning
ORD-15892,CUST-6892,Kano,Web,VIP
ORD-15893,CUST-6893,Lagos,Mobile App,Returning
ORD-15894,CUST-6894,Abuja,Agent Network,VIP
ORD-15895,CUST-6895,Kano,Mobile App,Returning
ORD-15896,CUST-6896,Lagos,Web,Returning
ORD-15897,CUST-6897,Port Harcourt,Mobile App,New Customer
ORD-15898,CUST-6898,Enugu,Mobile App,New Customer
ORD-15899,CUST-6899,Abuja,Agent Network,Returning
ORD-15900,CUST-6900,Abuja,Mobile App,VIP
ORD-15901,CUST-6901,Lagos,Agent Network,Returning
ORD-15902,CUST-6902,Enugu,Agent Network,New Customer
ORD-15903,CUST-6903,Lagos,Mobile App,New Customer
ORD-15904,CUST-6904,Port Harcourt,Web,VIP
ORD-15905,CUST-6905,Lagos,WhatsApp Commerce,Loyal
ORD-15906,CUST-6906,Lagos,WhatsApp Commerce,Returning
ORD-15907,CUST-6907,Lagos,Mobile App,Loyal
ORD-15908,CUST-6908,Ibadan,WhatsApp Commerce,New Customer
ORD-15909,CUST-6909,Lagos,Mobile App,VIP
ORD-15910,CUST-6910,Ibadan,Mobile App,New Customer
ORD-15911,CUST-6911,Port Harcourt,Web,Returning
ORD-15912,CUST-6912,Lagos,Mobile App,VIP
ORD-15913,CUST-6913,Enugu,Mobile App,Loyal
ORD-15914,CUST-6914,Port Harcourt,Mobile App,Returning
ORD-15915,CUST-6915,Abuja,Web,Loyal
ORD-15916,CUST-6916,Lagos,Web,Returning
ORD-15917,CUST-6917,Kano,WhatsApp Commerce,New Customer
ORD-15918,CUST-6918,Lagos,Mobile App,VIP
ORD-15919,CUST-6919,Kano,Mobile App,Loyal
ORD-15920,CUST-6920,Lagos,Mobile App,Returning
ORD-15921,CUST-6921,Enugu,Mobile App,New Customer
ORD-15922,CUST-6922,Abuja,Web,Loyal
ORD-15923,CUST-6923,Enugu,Web,New Customer
ORD-15924,CUST-6924,Kano,Mobile App,Loyal
ORD-15925,CUST-6925,Kano,Web,Loyal
ORD-15926,CUST-6926,Abuja,Mobile App,New Customer
ORD-15927,CUST-6927,Lagos,Agent Network,VIP
ORD-15928,CUST-6928,Lagos,Mobile App,Loyal
ORD-15929,CUST-6929,Kano,Web,VIP
ORD-15930,CUST-6930,Abuja,Agent Network,New Customer
ORD-15931,CUST-6931,Kano,Mobile App,New Customer
ORD-15932,CUST-6932,Abuja,Mobile App,Loyal
ORD-15933,CUST-6933,Port Harcourt,Web,New Customer
ORD-15934,CUST-6934,Lagos,Web,Returning
ORD-15935,CUST-6935,Kano,Mobile App,Loyal
ORD-15936,CUST-6936,Ibadan,WhatsApp Commerce,Returning
ORD-15937,CUST-6937,Abuja,Mobile App,VIP
ORD-15938,CUST-6938,Port Harcourt,WhatsApp Commerce,Returning
ORD-15939,CUST-6939,Abuja,Mobile App,New Customer
ORD-15940,CUST-6940,Lagos,Agent Network,New Customer
ORD-15941,CUST-6941,Kano,Web,Returning
ORD-15942,CUST-6942,Port Harcourt,WhatsApp Commerce,Loyal
ORD-15943,CUST-6943,Lagos,Mobile App,Returning
ORD-15944,CUST-6944,Lagos,WhatsApp Commerce,New Customer
ORD-15945,CUST-6945,Abuja,Agent Network,New Customer
ORD-15946,CUST-6946,Lagos,Mobile App,Returning
ORD-15947,CUST-6947,Kano,Mobile App,Loyal
ORD-15948,CUST-6948,Ibadan,Agent Network,Returning
ORD-15949,CUST-6949,Port Harcourt,Web,New Customer
ORD-15950,CUST-6950,Port Harcourt,Mobile App,New Customer
ORD-15951,CUST-6951,Ibadan,WhatsApp Commerce,Loyal
ORD-15952,CUST-6952,Ibadan,Agent Network,Loyal
ORD-15953,CUST-6953,Ibadan,WhatsApp Commerce,New Customer
ORD-15954,CUST-6954,Kano,Mobile App,Returning
ORD-15955,CUST-6955,Lagos,Agent Network,VIP
ORD-15956,CUST-6956,Lagos,Mobile App,VIP
ORD-15957,CUST-6957,Lagos,WhatsApp Commerce,Loyal
ORD-15958,CUST-6958,Lagos,Mobile App,Returning
ORD-15959,CUST-6959,Lagos,Web,New Customer
ORD-15960,CUST-6960,Lagos,Mobile App,Loyal
ORD-15961,CUST-6961,Kano,WhatsApp Commerce,New Customer
ORD-15962,CUST-6962,Kano,Web,Loyal
ORD-15963,CUST-6963,Ibadan,Mobile App,Returning
ORD-15964,CUST-6964,Lagos,Mobile App,New Customer
ORD-15965,CUST-6965,Lagos,Web,New Customer
ORD-15966,CUST-6966,Port Harcourt,Mobile App,Returning
ORD-15967,CUST-6967,Abuja,WhatsApp Commerce,New Customer
ORD-15968,CUST-6968,Ibadan,Mobile App,New Customer
ORD-15969,CUST-6969,Kano,Agent Network,Returning
ORD-15970,CUST-6970,Lagos,WhatsApp Commerce,VIP
ORD-15971,CUST-6971,Lagos,Web,Returning
ORD-15972,CUST-6972,Port Harcourt,WhatsApp Commerce,Returning
ORD-15973,CUST-6973,Ibadan,Mobile App,New Customer
ORD-15974,CUST-6974,Port Harcourt,Mobile App,New Customer
ORD-15975,CUST-6975,Abuja,Agent Network,Loyal
ORD-15976,CUST-6976,Enugu,Mobile App,New Customer
ORD-15977,CUST-6977,Lagos,Mobile App,Returning
ORD-15978,CUST-6978,Port Harcourt,WhatsApp Commerce,New Customer
ORD-15979,CUST-6979,Kano,WhatsApp Commerce,New Customer
ORD-15980,CUST-6980,Kano,Web,Returning
ORD-15981,CUST-6981,Enugu,Mobile App,New Customer
ORD-15982,CUST-6982,Port Harcourt,Mobile App,Returning
ORD-15983,CUST-6983,Kano,Web,Loyal
ORD-15984,CUST-6984,Lagos,Mobile App,New Customer
ORD-15985,CUST-6985,Port Harcourt,WhatsApp Commerce,Loyal
ORD-15986,CUST-6986,Abuja,Mobile App,Loyal
ORD-15987,CUST-6987,Lagos,Mobile App,Loyal
ORD-15988,CUST-6988,Kano,Mobile App,Returning
ORD-15989,CUST-6989,Lagos,Agent Network,Loyal
ORD-15990,CUST-6990,Lagos,Mobile App,Loyal
ORD-15991,CUST-6991,Lagos,Mobile App,New Customer
ORD-15992,CUST-6992,Enugu,Web,New Customer
ORD-15993,CUST-6993,Port Harcourt,Mobile App,Returning
ORD-15994,CUST-6994,Kano,WhatsApp Commerce,Loyal
ORD-15995,CUST-6995,Abuja,Mobile App,Loyal
ORD-15996,CUST-6996,Kano,Mobile App,Loyal
ORD-15997,CUST-6997,Lagos,Mobile App,New Customer
ORD-15998,CUST-6998,Abuja,Mobile App,Returning
ORD-15999,CUST-6999,Port Harcourt,Mobile App,New Customer
ORD-16000,CUST-7000,Abuja,Web,Loyal
ORD-16001,CUST-7001,Lagos,WhatsApp Commerce,New Customer
ORD-16002,CUST-7002,Lagos,WhatsApp Commerce,Returning
ORD-16003,CUST-7003,Lagos,Mobile App,Returning
ORD-16004,CUST-7004,Lagos,Mobile App,Returning
ORD-16005,CUST-7005,Lagos,Web,New Customer
ORD-16006,CUST-7006,Lagos,Web,Returning
ORD-16007,CUST-7007,Abuja,WhatsApp Commerce,New Customer
ORD-16008,CUST-7008,Kano,Web,Returning
ORD-16009,CUST-7009,Abuja,Web,Returning
ORD-16010,CUST-7010,Lagos,WhatsApp Commerce,Returning
ORD-16011,CUST-7011,Lagos,Mobile App,Loyal
ORD-16012,CUST-7012,Lagos,WhatsApp Commerce,New Customer
ORD-16013,CUST-7013,Abuja,Mobile App,VIP
ORD-16014,CUST-7014,Lagos,Mobile App,Returning
ORD-16015,CUST-7015,Enugu,Mobile App,Returning
ORD-16016,CUST-7016,Lagos,Mobile App,Loyal
ORD-16017,CUST-7017,Abuja,WhatsApp Commerce,Returning
ORD-16018,CUST-7018,Abuja,WhatsApp Commerce,Returning
ORD-16019,CUST-7019,Kano,Mobile App,Loyal
ORD-16020,CUST-7020,Abuja,Mobile App,New Customer
ORD-16021,CUST-7021,Abuja,Web,VIP
ORD-16022,CUST-7022,Lagos,WhatsApp Commerce,New Customer
ORD-16023,CUST-7023,Lagos,Web,Loyal
ORD-16024,CUST-7024,Ibadan,Mobile App,Returning
ORD-16025,CUST-7025,Lagos,Web,Loyal
ORD-16026,CUST-7026,Enugu,Web,Returning
ORD-16027,CUST-7027,Port Harcourt,Mobile App,Returning
ORD-16028,CUST-7028,Lagos,Mobile App,New Customer
ORD-16029,CUST-7029,Kano,Mobile App,VIP
ORD-16030,CUST-7030,Lagos,Agent Network,Loyal
ORD-16031,CUST-7031,Ibadan,Mobile App,New Customer
ORD-16032,CUST-7032,Lagos,Mobile App,New Customer
ORD-16033,CUST-7033,Kano,Mobile App,Returning
ORD-16034,CUST-7034,Lagos,Web,Loyal
ORD-16035,CUST-7035,Lagos,Agent Network,Loyal
ORD-16036,CUST-7036,Lagos,Web,Returning
ORD-16037,CUST-7037,Port Harcourt,Web,Loyal
ORD-16038,CUST-7038,Lagos,Mobile App,Returning
ORD-16039,CUST-7039,Lagos,Mobile App,Returning
ORD-16040,CUST-7040,Abuja,Mobile App,VIP
ORD-16041,CUST-7041,Port Harcourt,Mobile App,VIP
ORD-16042,CUST-7042,Lagos,WhatsApp Commerce,Returning
ORD-16043,CUST-7043,Lagos,WhatsApp Commerce,Loyal
ORD-16044,CUST-7044,Port Harcourt,Mobile App,New Customer
ORD-16045,CUST-7045,Lagos,Agent Network,Returning
ORD-16046,CUST-7046,Kano,Agent Network,Returning
ORD-16047,CUST-7047,Port Harcourt,Mobile App,Returning
ORD-16048,CUST-7048,Lagos,Agent Network,Returning
ORD-16049,CUST-7049,Abuja,Web,VIP
ORD-16050,CUST-7050,Ibadan,Web,VIP
ORD-16051,CUST-7051,Abuja,Mobile App,Loyal
ORD-16052,CUST-7052,Lagos,Mobile App,Loyal
ORD-16053,CUST-7053,Abuja,Web,Loyal
ORD-16054,CUST-7054,Abuja,Mobile App,Returning
ORD-16055,CUST-7055,Lagos,Web,Returning
ORD-16056,CUST-7056,Lagos,Web,VIP
ORD-16057,CUST-7057,Lagos,Web,New Customer
ORD-16058,CUST-7058,Lagos,Web,Returning
ORD-16059,CUST-7059,Abuja,Agent Network,Loyal
ORD-16060,CUST-7060,Lagos,Web,Returning
ORD-16061,CUST-7061,Lagos,Web,New Customer
ORD-16062,CUST-7062,Lagos,WhatsApp Commerce,New Customer
ORD-16063,CUST-7063,Lagos,WhatsApp Commerce,Loyal
ORD-16064,CUST-7064,Lagos,Mobile App,New Customer
ORD-16065,CUST-7065,Lagos,WhatsApp Commerce,Returning
ORD-16066,CUST-7066,Lagos,Mobile App,VIP
ORD-16067,CUST-7067,Lagos,Web,New Customer
ORD-16068,CUST-7068,Kano,Web,Loyal
ORD-16069,CUST-7069,Abuja,Web,Loyal
ORD-16070,CUST-7070,Enugu,WhatsApp Commerce,Returning
ORD-16071,CUST-7071,Enugu,Web,Returning
ORD-16072,CUST-7072,Enugu,Web,New Customer
ORD-16073,CUST-7073,Abuja,Mobile App,VIP
ORD-16074,CUST-7074,Lagos,Mobile App,Loyal
ORD-16075,CUST-7075,Lagos,Mobile App,Returning
ORD-16076,CUST-7076,Kano,Mobile App,Returning
ORD-16077,CUST-7077,Ibadan,Agent Network,VIP
ORD-16078,CUST-7078,Port Harcourt,Agent Network,New Customer
ORD-16079,CUST-7079,Lagos,Mobile App,New Customer
ORD-16080,CUST-7080,Lagos,Mobile App,Returning
ORD-16081,CUST-7081,Lagos,Web,Loyal
ORD-16082,CUST-7082,Lagos,Mobile App,New Customer
ORD-16083,CUST-7083,Port Harcourt,Mobile App,New Customer
ORD-16084,CUST-7084,Lagos,Mobile App,Returning
ORD-16085,CUST-7085,Enugu,Mobile App,New Customer
ORD-16086,CUST-7086,Port Harcourt,Web,VIP
ORD-16087,CUST-7087,Lagos,Web,New Customer
ORD-16088,CUST-7088,Enugu,Agent Network,Loyal
ORD-16089,CUST-7089,Lagos,Web,New Customer
ORD-16090,CUST-7090,Lagos,Mobile App,Returning
ORD-16091,CUST-7091,Abuja,Mobile App,Loyal
ORD-16092,CUST-7092,Enugu,Web,Returning
ORD-16093,CUST-7093,Abuja,Web,Returning
ORD-16094,CUST-7094,Lagos,Mobile App,Loyal
ORD-16095,CUST-7095,Lagos,Mobile App,Loyal
ORD-16096,CUST-7096,Lagos,Mobile App,Loyal
ORD-16097,CUST-7097,Abuja,Agent Network,VIP
ORD-16098,CUST-7098,Kano,Mobile App,Returning
ORD-16099,CUST-7099,Lagos,WhatsApp Commerce,VIP
ORD-16100,CUST-7100,Lagos,Web,New Customer
ORD-16101,CUST-7101,Abuja,Mobile App,Returning
ORD-16102,CUST-7102,Enugu,Mobile App,Returning
ORD-16103,CUST-7103,Kano,Web,New Customer
ORD-16104,CUST-7104,Lagos,Mobile App,Returning
ORD-16105,CUST-7105,Lagos,Mobile App,Returning
ORD-16106,CUST-7106,Lagos,Web,Returning
ORD-16107,CUST-7107,Enugu,WhatsApp Commerce,Loyal
ORD-16108,CUST-7108,Lagos,Mobile App,Returning
ORD-16109,CUST-7109,Abuja,Web,Returning
ORD-16110,CUST-7110,Lagos,WhatsApp Commerce,Loyal
ORD-16111,CUST-7111,Lagos,Mobile App,Loyal
ORD-16112,CUST-7112,Ibadan,Mobile App,Returning
ORD-16113,CUST-7113,Lagos,Mobile App,New Customer
ORD-16114,CUST-7114,Abuja,Mobile App,Returning
ORD-16115,CUST-7115,Abuja,WhatsApp Commerce,New Customer
ORD-16116,CUST-7116,Lagos,WhatsApp Commerce,Returning
ORD-16117,CUST-7117,Lagos,Mobile App,VIP
ORD-16118,CUST-7118,Abuja,WhatsApp Commerce,Returning
ORD-16119,CUST-7119,Port Harcourt,WhatsApp Commerce,Returning
ORD-16120,CUST-7120,Lagos,Agent Network,Returning
ORD-16121,CUST-7121,Lagos,Web,Returning
ORD-16122,CUST-7122,Lagos,Web,Returning
ORD-16123,CUST-7123,Lagos,Mobile App,New Customer
ORD-16124,CUST-7124,Abuja,Agent Network,VIP
ORD-16125,CUST-7125,Kano,WhatsApp Commerce,VIP
ORD-16126,CUST-7126,Port Harcourt,Mobile App,VIP
ORD-16127,CUST-7127,Port Harcourt,Mobile App,New Customer
ORD-16128,CUST-7128,Abuja,Mobile App,New Customer
ORD-16129,CUST-7129,Ibadan,Mobile App,New Customer
ORD-16130,CUST-7130,Abuja,Web,VIP
ORD-16131,CUST-7131,Lagos,Agent Network,Loyal
ORD-16132,CUST-7132,Enugu,Mobile App,Returning
ORD-16133,CUST-7133,Lagos,Mobile App,Loyal
ORD-16134,CUST-7134,Ibadan,Mobile App,VIP
ORD-16135,CUST-7135,Kano,Mobile App,Loyal
ORD-16136,CUST-7136,Lagos,Web,Loyal
ORD-16137,CUST-7137,Kano,Web,Returning
ORD-16138,CUST-7138,Kano,Mobile App,Loyal
ORD-16139,CUST-7139,Kano,Web,Returning
ORD-16140,CUST-7140,Lagos,Web,Returning
ORD-16141,CUST-7141,Lagos,Web,Loyal
ORD-16142,CUST-7142,Lagos,Mobile App,Returning
ORD-16143,CUST-7143,Kano,Mobile App,Returning
ORD-16144,CUST-7144,Lagos,Web,New Customer
ORD-16145,CUST-7145,Kano,Mobile App,Returning
ORD-16146,CUST-7146,Lagos,Mobile App,Returning
ORD-16147,CUST-7147,Lagos,Mobile App,New Customer
ORD-16148,CUST-7148,Lagos,Mobile App,New Customer
ORD-16149,CUST-7149,Lagos,Agent Network,Loyal
ORD-16150,CUST-7150,Port Harcourt,Mobile App,Loyal
ORD-16151,CUST-7151,Port Harcourt,Mobile App,Returning
ORD-16152,CUST-7152,Lagos,Mobile App,Returning
ORD-16153,CUST-7153,Lagos,Mobile App,VIP
ORD-16154,CUST-7154,Abuja,WhatsApp Commerce,New Customer
ORD-16155,CUST-7155,Abuja,Web,Returning
ORD-16156,CUST-7156,Kano,Mobile App,Returning
ORD-16157,CUST-7157,Lagos,Mobile App,Loyal
ORD-16158,CUST-7158,Abuja,Mobile App,New Customer
ORD-16159,CUST-7159,Port Harcourt,Mobile App,Loyal
ORD-16160,CUST-7160,Abuja,Mobile App,Returning
ORD-16161,CUST-7161,Abuja,Mobile App,New Customer
ORD-16162,CUST-7162,Port Harcourt,Mobile App,Loyal
ORD-16163,CUST-7163,Port Harcourt,WhatsApp Commerce,Loyal
ORD-16164,CUST-7164,Lagos,Mobile App,New Customer
ORD-16165,CUST-7165,Port Harcourt,Mobile App,VIP
ORD-16166,CUST-7166,Kano,Mobile App,Returning
ORD-16167,CUST-7167,Lagos,WhatsApp Commerce,Loyal
ORD-16168,CUST-7168,Enugu,Web,Returning
ORD-16169,CUST-7169,Lagos,Web,Loyal
ORD-16170,CUST-7170,Enugu,Web,Loyal
ORD-16171,CUST-7171,Lagos,Web,Returning
ORD-16172,CUST-7172,Enugu,Web,Loyal
ORD-16173,CUST-7173,Ibadan,Web,New Customer
ORD-16174,CUST-7174,Abuja,Web,New Customer
ORD-16175,CUST-7175,Lagos,Mobile App,Loyal
ORD-16176,CUST-7176,Enugu,Mobile App,New Customer
ORD-16177,CUST-7177,Ibadan,Mobile App,VIP
ORD-16178,CUST-7178,Lagos,Web,Returning
ORD-16179,CUST-7179,Kano,Web,New Customer
ORD-16180,CUST-7180,Abuja,Agent Network,Loyal
ORD-16181,CUST-7181,Enugu,Web,Returning
ORD-16182,CUST-7182,Lagos,Web,Loyal
ORD-16183,CUST-7183,Ibadan,Web,Loyal
ORD-16184,CUST-7184,Port Harcourt,Mobile App,New Customer
ORD-16185,CUST-7185,Port Harcourt,Mobile App,New Customer
ORD-16186,CUST-7186,Ibadan,Mobile App,Loyal
ORD-16187,CUST-7187,Port Harcourt,Mobile App,Returning
ORD-16188,CUST-7188,Enugu,WhatsApp Commerce,Returning
ORD-16189,CUST-7189,Lagos,Web,Loyal
ORD-16190,CUST-7190,Enugu,Mobile App,New Customer
ORD-16191,CUST-7191,Lagos,Web,Loyal
ORD-16192,CUST-7192,Kano,Web,Returning
ORD-16193,CUST-7193,Port Harcourt,Mobile App,Loyal
ORD-16194,CUST-7194,Lagos,Mobile App,Returning
ORD-16195,CUST-7195,Enugu,Mobile App,Returning
ORD-16196,CUST-7196,Kano,WhatsApp Commerce,Loyal
ORD-16197,CUST-7197,Lagos,Web,Loyal
ORD-16198,CUST-7198,Lagos,WhatsApp Commerce,Returning
ORD-16199,CUST-7199,Abuja,Mobile App,VIP
ORD-16200,CUST-7200,Lagos,Web,Returning
ORD-16201,CUST-7201,Abuja,Mobile App,Returning
ORD-16202,CUST-7202,Kano,Mobile App,Loyal
ORD-16203,CUST-7203,Lagos,Mobile App,New Customer
ORD-16204,CUST-7204,Abuja,Mobile App,New Customer
ORD-16205,CUST-7205,Port Harcourt,Agent Network,Returning
ORD-16206,CUST-7206,Lagos,Web,Loyal
ORD-16207,CUST-7207,Kano,Web,VIP
ORD-16208,CUST-7208,Abuja,Mobile App,Returning
ORD-16209,CUST-7209,Ibadan,Mobile App,New Customer
ORD-16210,CUST-7210,Ibadan,WhatsApp Commerce,Returning
ORD-16211,CUST-7211,Ibadan,Web,Returning
ORD-16212,CUST-7212,Lagos,Agent Network,New Customer
ORD-16213,CUST-7213,Ibadan,Agent Network,Loyal
ORD-16214,CUST-7214,Lagos,Web,Loyal
ORD-16215,CUST-7215,Lagos,Web,New Customer
ORD-16216,CUST-7216,Port Harcourt,Mobile App,New Customer
ORD-16217,CUST-7217,Lagos,Mobile App,VIP
ORD-16218,CUST-7218,Enugu,Mobile App,Loyal
ORD-16219,CUST-7219,Kano,Web,New Customer
ORD-16220,CUST-7220,Lagos,Mobile App,Returning
ORD-16221,CUST-7221,Enugu,Mobile App,Returning
ORD-16222,CUST-7222,Port Harcourt,Mobile App,Returning
ORD-16223,CUST-7223,Port Harcourt,Agent Network,Loyal
ORD-16224,CUST-7224,Abuja,Web,Loyal
ORD-16225,CUST-7225,Lagos,WhatsApp Commerce,VIP
ORD-16226,CUST-7226,Abuja,Mobile App,Returning
ORD-16227,CUST-7227,Kano,Web,Loyal
ORD-16228,CUST-7228,Lagos,Mobile App,Returning
ORD-16229,CUST-7229,Kano,Web,VIP
ORD-16230,CUST-7230,Ibadan,Web,VIP
ORD-16231,CUST-7231,Kano,Mobile App,Loyal
ORD-16232,CUST-7232,Kano,Agent Network,Loyal
ORD-16233,CUST-7233,Abuja,Web,New Customer
ORD-16234,CUST-7234,Kano,Web,VIP
ORD-16235,CUST-7235,Port Harcourt,WhatsApp Commerce,Loyal
ORD-16236,CUST-7236,Port Harcourt,Mobile App,Returning
ORD-16237,CUST-7237,Lagos,Web,Loyal
ORD-16238,CUST-7238,Abuja,Web,Returning
ORD-16239,CUST-7239,Kano,WhatsApp Commerce,Loyal
ORD-16240,CUST-7240,Ibadan,Mobile App,Returning
ORD-16241,CUST-7241,Abuja,Mobile App,Loyal
ORD-16242,CUST-7242,Port Harcourt,WhatsApp Commerce,New Customer
ORD-16243,CUST-7243,Port Harcourt,Agent Network,VIP
ORD-16244,CUST-7244,Enugu,Web,Returning
ORD-16245,CUST-7245,Enugu,Mobile App,Loyal
ORD-16246,CUST-7246,Port Harcourt,Mobile App,VIP
ORD-16247,CUST-7247,Kano,WhatsApp Commerce,Returning
ORD-16248,CUST-7248,Enugu,Mobile App,New Customer
ORD-16249,CUST-7249,Lagos,Mobile App,Loyal
ORD-16250,CUST-7250,Lagos,Mobile App,Returning
ORD-16251,CUST-7251,Abuja,Mobile App,Returning
ORD-16252,CUST-7252,Port Harcourt,Mobile App,New Customer
ORD-16253,CUST-7253,Lagos,Agent Network,New Customer
ORD-16254,CUST-7254,Lagos,Mobile App,VIP
ORD-16255,CUST-7255,Enugu,Web,Loyal
ORD-16256,CUST-7256,Lagos,Mobile App,VIP
ORD-16257,CUST-7257,Port Harcourt,Mobile App,New Customer
ORD-16258,CUST-7258,Enugu,Web,Loyal
ORD-16259,CUST-7259,Lagos,Mobile App,VIP
ORD-16260,CUST-7260,Abuja,WhatsApp Commerce,Loyal
ORD-16261,CUST-7261,Lagos,Mobile App,Loyal
ORD-16262,CUST-7262,Lagos,Mobile App,New Customer
ORD-16263,CUST-7263,Kano,Mobile App,Returning
ORD-16264,CUST-7264,Lagos,Mobile App,New Customer
ORD-16265,CUST-7265,Ibadan,Agent Network,New Customer
ORD-16266,CUST-7266,Kano,Mobile App,Returning
ORD-16267,CUST-7267,Port Harcourt,Agent Network,Returning
ORD-16268,CUST-7268,Enugu,Mobile App,Returning
ORD-16269,CUST-7269,Lagos,Mobile App,Loyal
ORD-16270,CUST-7270,Lagos,Web,Returning
ORD-16271,CUST-7271,Lagos,WhatsApp Commerce,Returning
ORD-16272,CUST-7272,Kano,Web,New Customer
ORD-16273,CUST-7273,Ibadan,Agent Network,Returning
ORD-16274,CUST-7274,Port Harcourt,Agent Network,Loyal
ORD-16275,CUST-7275,Abuja,Agent Network,New Customer
ORD-16276,CUST-7276,Kano,WhatsApp Commerce,Loyal
ORD-16277,CUST-7277,Abuja,Mobile App,Returning
ORD-16278,CUST-7278,Lagos,Mobile App,Loyal
ORD-16279,CUST-7279,Lagos,Mobile App,New Customer
ORD-16280,CUST-7280,Lagos,WhatsApp Commerce,Loyal
ORD-16281,CUST-7281,Ibadan,Web,New Customer
ORD-16282,CUST-7282,Lagos,Mobile App,Loyal
ORD-16283,CUST-7283,Lagos,Mobile App,VIP
ORD-16284,CUST-7284,Port Harcourt,Web,Loyal
ORD-16285,CUST-7285,Lagos,WhatsApp Commerce,VIP
ORD-16286,CUST-7286,Lagos,Agent Network,VIP
ORD-16287,CUST-7287,Port Harcourt,Web,New Customer
ORD-16288,CUST-7288,Lagos,WhatsApp Commerce,Loyal
ORD-16289,CUST-7289,Kano,WhatsApp Commerce,Returning
ORD-16290,CUST-7290,Lagos,Agent Network,VIP
ORD-16291,CUST-7291,Kano,Agent Network,Loyal
ORD-16292,CUST-7292,Port Harcourt,Mobile App,VIP
ORD-16293,CUST-7293,Kano,Agent Network,Returning
ORD-16294,CUST-7294,Port Harcourt,Web,Loyal
ORD-16295,CUST-7295,Lagos,Mobile App,Returning
ORD-16296,CUST-7296,Abuja,WhatsApp Commerce,VIP
ORD-16297,CUST-7297,Lagos,WhatsApp Commerce,Loyal
ORD-16298,CUST-7298,Abuja,Web,Returning
ORD-16299,CUST-7299,Abuja,Web,Returning
ORD-16300,CUST-7300,Port Harcourt,Web,Returning
ORD-16301,CUST-7301,Lagos,Mobile App,Returning
ORD-16302,CUST-7302,Ibadan,Mobile App,Loyal
ORD-16303,CUST-7303,Kano,Agent Network,New Customer
ORD-16304,CUST-7304,Kano,Agent Network,New Customer
ORD-16305,CUST-7305,Abuja,Mobile App,Returning
ORD-16306,CUST-7306,Lagos,Mobile App,Returning
ORD-16307,CUST-7307,Abuja,Web,New Customer
ORD-16308,CUST-7308,Abuja,Mobile App,New Customer
ORD-16309,CUST-7309,Abuja,Web,Returning
ORD-16310,CUST-7310,Lagos,WhatsApp Commerce,Returning
ORD-16311,CUST-7311,Abuja,Mobile App,Loyal
ORD-16312,CUST-7312,Ibadan,Web,VIP
ORD-16313,CUST-7313,Lagos,Agent Network,VIP
ORD-16314,CUST-7314,Lagos,Web,Returning
ORD-16315,CUST-7315,Lagos,Mobile App,Loyal
ORD-16316,CUST-7316,Lagos,Agent Network,New Customer
ORD-16317,CUST-7317,Port Harcourt,Mobile App,Returning
ORD-16318,CUST-7318,Port Harcourt,Mobile App,Loyal
ORD-16319,CUST-7319,Lagos,Mobile App,New Customer
ORD-16320,CUST-7320,Port Harcourt,Web,Returning
ORD-16321,CUST-7321,Kano,Mobile App,Returning
ORD-16322,CUST-7322,Lagos,WhatsApp Commerce,Returning
ORD-16323,CUST-7323,Lagos,Web,Returning
ORD-16324,CUST-7324,Port Harcourt,WhatsApp Commerce,VIP
ORD-16325,CUST-7325,Lagos,Mobile App,Loyal
ORD-16326,CUST-7326,Lagos,Mobile App,Loyal
ORD-16327,CUST-7327,Abuja,Mobile App,Returning
ORD-16328,CUST-7328,Abuja,Web,VIP
ORD-16329,CUST-7329,Ibadan,WhatsApp Commerce,New Customer
ORD-16330,CUST-7330,Ibadan,Mobile App,Returning
ORD-16331,CUST-7331,Port Harcourt,Web,Returning
ORD-16332,CUST-7332,Enugu,Mobile App,VIP
ORD-16333,CUST-7333,Abuja,Mobile App,New Customer
ORD-16334,CUST-7334,Lagos,Mobile App,Returning
ORD-16335,CUST-7335,Lagos,Web,Returning
ORD-16336,CUST-7336,Lagos,WhatsApp Commerce,New Customer
ORD-16337,CUST-7337,Lagos,Mobile App,Returning
ORD-16338,CUST-7338,Abuja,Web,Returning
ORD-16339,CUST-7339,Abuja,Mobile App,New Customer
ORD-16340,CUST-7340,Lagos,Agent Network,Returning
ORD-16341,CUST-7341,Abuja,WhatsApp Commerce,Returning
ORD-16342,CUST-7342,Abuja,Web,Loyal
ORD-16343,CUST-7343,Lagos,Mobile App,Returning
ORD-16344,CUST-7344,Port Harcourt,Mobile App,New Customer
ORD-16345,CUST-7345,Abuja,Mobile App,Loyal
ORD-16346,CUST-7346,Abuja,Mobile App,Loyal
ORD-16347,CUST-7347,Lagos,Mobile App,New Customer
ORD-16348,CUST-7348,Enugu,Mobile App,Returning
ORD-16349,CUST-7349,Lagos,Mobile App,Returning
ORD-16350,CUST-7350,Abuja,Mobile App,Returning
ORD-16351,CUST-7351,Lagos,Mobile App,VIP
